PRODUCT_FULL_SEGMENTS_NUMBER,PRODUCT_NAME,PRODUCT_PACKAGE_DESCRIPTION,ITEM_NET_WEIGHT,COMPANY_COUNTRY,STATE,ONHANDQTY,EXPIREDQTY,BLOCKEDQTY,INTRANSITQTY,ONPOQTY,SOOTHER,POOTHER,SUPPLYOP,Q_SO,Q_SB,N30D_SO,TOTAL_DEMAND,ITEM_GROUP,STOCKINGTYPE,INVENTORYTYPE,VENDOR_NAME,LOCAL_PRODUCTMANAGER_NAME,PRODUCT_PRINCIPAL_NAME,INVENTORY_OWNERSHIP,BUYER_NAME,COO,LEADTIME,SHELFLIFE,MIN_DAYS,MAX_DAYS,IDEAL_PIPELINE,LEADTIMELEVEL,SHELFLIFEDAYS,MOQ,PALLET_SIZE,UNITSPERCONTAINER,H_ADU,FCST_TOTAL,UNITCOST,PERCENTAGE,F_ADU,SOH_DC,INTRANSIT_DC,ONPO_DC,NAT_SOH_DC,NAT_INTRANSIT_DC,NAT_ONPO_DC,ROW_NET_POSITION,NAT_NET_POSITION,NAT_PIPELINE_DC,ROW_PIPELINE_DC,RAW_ORDER_QTY,ORDER_QTY,ORDER_DC,STOCK_STATUS,ORDER_AMOUNT,OVERSTOCK_VALUE
200036EIR,NEOREZ R-1010,210 kg drum,210.0,Australia,NSW,0.000,0.000,0.000,840.000,0.000,0.000,0.000,840.000,210.000,0.000,210.000,210.000,N1 - Non hazardous/Non dangerous,S,B,COVESTRO PTY LTD ,GRAEME VAN GREUNEN,COVESTRO ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",NL,150.00000,274.00000,30,60,210,150,274,840.000,4.0000,1,0.58,3.88,11.04,1.00,3.88,-54.12,216.49,0.00,-54.12,432.99,0.00,630.000,1470.000,378.87,162.37,0.00,0.0,0.0,Overstock,0.0,-755.18
440437FHR,ST.JOHNS WORT PE 5-7:1,25 kg drum,25.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,"EUROMED, S.A. ",CHARLES MOORE,DERMAPHARM HOLDING SE ,61127 - AU Pharma - Nutraceuticals PH,SCOTT JOHNSON,ES,60.00000,1095.00000,0,0,0,60,1095,25.000,,1,0.55,3.88,,1.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
4436851VR,CARAMEL LIQUID #303,11 kg pail,11.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,DDW COLOURS SDN BHD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",MY,60.00000,730.00000,0,0,0,60,730,22.000,,1,1.45,3.88,,1.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
171768ECR,AQUACER 539,200 kg drum,200.0,Australia,VIC,200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,U,I,BYK NETHERLANDS BVBYK-CERA BV,"DE LANGE, CHRISTO",ALTANA AG ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,150.00000,456.00000,0,0,0,150,456,600.000,,1,3.49,3.88,6.73,1.00,3.88,51.55,0.00,0.00,51.55,0.00,0.00,200.000,200.000,51.55,51.55,0.00,0.0,0.0,Overstock,0.0,1346.00
4390790VR,AMBERLITE HPR2900 H ION EXCHANGE RESIN,141.5 litre drum,106.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,DUPONT MEMCOR (AUSTRALIA) PTY LTD ,BRETT ASHDOWN,DUPONT DE NEMOURS INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,120.00000,730.00000,0,0,0,120,730,424.000,,1,11.74,3.88,9.66,1.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4395980VR,EMBO CAPS VG-PRO SIZE4 PNK H29,300000 unit carton,12.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,"SUHEUNG CO., LTD. ",CHARLES MOORE,SUHEUNG CO LTD,61127 - AU Pharma - Nutraceuticals PH,SCOTT JOHNSON,KR,90.00000,365.00000,0,0,0,90,365,48.000,,1,0.55,3.88,7.22,1.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
200036EIR,NEOREZ R-1010,210 kg drum,210.0,Australia,VIC,0.000,0.000,0.000,840.000,0.000,0.000,0.000,840.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,B,COVESTRO PTY LTD ,GRAEME VAN GREUNEN,COVESTRO ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",NL,150.00000,274.00000,30,60,210,150,274,840.000,4.0000,1,0.00,3.88,10.75,0.00,0.00,0.00,0.00,0.00,-54.12,432.99,0.00,840.000,1470.000,378.87,0.00,0.00,0.0,0.0,Overstock,0.0,0.00
4387420VR,EMBO BOV G1 DK GRN/CLR LI.CARB U,130000 unit box,0.08,New Zealand,NZ,910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,910.000,0.000,910.000,910.000,N1 - Non hazardous/Non dangerous,S,C,SUHEUNG CAPSULE ,CHARLES MOORE,SUHEUNG CO LTD,62127 - NZ Pharma - Nutraceuticals PH,SCOTT JOHNSON,KR,90.00000,1825.00000,0,0,0,90,1825,3.280,,1,2.73,3.87,5.49,1.00,3.87,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
288895KBR,POLYOX WSR 205,63.50 kgs drum (140 lbs),63.5,Australia,NSW,444.500,381.000,0.000,0.000,0.000,0.000,0.000,0.000,317.500,0.000,190.500,317.500,N1 - Non hazardous/Non dangerous,S,M,NUTRITION & BIOSCIENCES AUSTRALIA P/L ,"ALIZADEH, KIMIA",ROQUETTE FRERES ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,200.00000,365.00000,30,60,260,200,365,254.000,,1,2.88,3.87,25.20,0.74,2.88,-44.10,0.00,0.00,-32.82,0.00,328.17,-254.000,889.000,295.35,-44.10,0.00,0.0,0.0,High Stock,0.0,0.00
453357ECR,PERLASTAN SC 25 NKW MB,200 kg drum,200.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,SCHILL & SEILACHER GMBH ,"BOTTERO, LINDA",SCHILL & SEILACHER STRUKTOL AG ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,DE,150.00000,540.00000,0,0,0,150,540,200.000,,1,1.29,3.87,12.67,0.64,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
453357ECR,PERLASTAN SC 25 NKW MB,200 kg drum,200.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,SCHILL & SEILACHER GMBH ,"BOTTERO, LINDA",SCHILL & SEILACHER STRUKTOL AG ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,DE,150.00000,540.00000,0,0,0,150,540,200.000,,1,0.73,3.87,15.69,0.36,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
288895KBR,POLYOX WSR 205,63.50 kgs drum (140 lbs),63.5,Australia,VIC,0.000,0.000,0.000,0.000,1016.000,0.000,0.000,1016.000,127.000,0.000,0.000,127.000,N1 - Non hazardous/Non dangerous,S,M,NUTRITION & BIOSCIENCES AUSTRALIA P/L ,"ALIZADEH, KIMIA",ROQUETTE FRERES ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,200.00000,365.00000,30,60,260,200,365,254.000,,1,0.93,3.87,24.41,0.24,0.93,0.00,0.00,1092.47,-32.82,0.00,328.17,889.000,889.000,295.35,1092.47,0.00,0.0,0.0,High Stock,0.0,0.00
288895KBR,POLYOX WSR 205,63.50 kgs drum (140 lbs),63.5,Australia,QLD,0.000,0.000,0.000,0.000,254.000,0.000,0.000,254.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,NUTRITION & BIOSCIENCES AUSTRALIA P/L ,"ALIZADEH, KIMIA",ROQUETTE FRERES ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,200.00000,365.00000,30,60,260,200,365,254.000,,1,0.06,3.87,23.72,0.02,0.06,0.00,0.00,4233.33,-32.82,0.00,328.17,254.000,889.000,295.35,4233.33,0.00,0.0,0.0,High Stock,0.0,0.00
4281440VR,LIQUITINT BLUE HP,18.1 KG PAIL,18.1,Australia,NSW,307.700,0.000,0.000,0.000,506.800,0.000,0.000,506.800,181.000,0.000,72.400,181.000,N1 - Non hazardous/Non dangerous,S,B,"MILLIKEN HOLDINGS (HONG KONG) CO., LTD ","NGUYEN, KEN",MILLIKEN CHEMICAL ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,150.00000,540.00000,30,60,210,150,540,325.800,,1,3.90,3.86,76.83,1.00,3.86,60.96,0.00,131.30,60.96,0.00,131.30,633.500,633.500,192.26,192.26,0.00,0.0,0.0,Healthy,0.0,0.00
4281440VR,LIQUITINT BLUE HP,18.1 KG PAIL,18.1,Australia,VIC,36.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.200,0.000,36.200,36.200,N1 - Non hazardous/Non dangerous,S,B,"MILLIKEN HOLDINGS (HONG KONG) CO., LTD ","NGUYEN, KEN",MILLIKEN CHEMICAL ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,150.00000,540.00000,30,60,210,150,540,325.800,,1,0.00,3.86,76.50,0.00,0.00,0.00,0.00,0.00,60.96,0.00,131.30,0.000,633.500,192.26,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
315572D8R,GEOGARD ECT,181 kg drum,181.0,New Zealand,NZ,362.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,362.000,0.000,0.000,362.000,D2 - Hazardous but NOT dangerous,S,C,"ARCH PERSONAL CARE PRODUCTS, L.P. ","CARGILL, JENNIFER",ARXADA AG ,62128 - NZ Beauty & Personal Care BPC,SCOTT JOHNSON,US,120.00000,456.00000,0,0,0,120,456,0.000,4.0000,1,2.34,3.84,26.58,1.00,3.84,94.27,0.00,0.00,94.27,0.00,0.00,0.000,0.000,94.27,94.27,0.00,0.0,0.0,Healthy,0.0,0.00
438665VER,PERKADOX PD-50S-PS,20 kg pail,20.0,New Zealand,NZ,320.000,320.000,0.000,0.000,0.000,0.000,0.000,0.000,200.000,0.000,100.000,400.000,D1 - Dangerous & hazardous product,S,A,"TIANJIN NOURYON PEROXIDES CO.,LTD ","MERITON, JOHN",NOURYON ,62125 - NZ Advanced Materials AM,VIJAYA PAWAR,CN,120.00000,365.00000,30,60,180,120,365,480.000,,1,3.13,3.83,43.26,1.00,3.83,-26.11,0.00,0.00,-26.11,0.00,0.00,-200.000,-200.000,-26.11,-26.11,229.80,480.0,125.33,Stockout Risk,20764.8,0.00
4425040VR,UCON LUBRICANT 50-HB-5100,216.90 kg drum,216.9,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,216.900,0.000,0.000,216.900,D2 - Hazardous but NOT dangerous,S,M,DOW CHEMICAL PACIFIC (SINGAPORE) PTE LTD ,"GUIRADO-LOPEZ, DAVID",DOW INC,62121 - NZ Home Care I&I HC,"MICHALIK, KYAN",US,120.00000,730.00000,30,60,180,120,730,216.900,,1,2.00,3.80,15.18,1.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,-216.900,-216.900,0.00,0.00,228.00,433.8,114.16,Stockout Risk,6585.08,0.00
426246JKR,GELCARIN MX 38,25 kg carton,25.0,Australia,NSW,525.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,525.000,0.000,50.000,525.000,D2 - Hazardous but NOT dangerous,S,M,DANISCO USA INC. ,MANFRED CHUN,I.F.F. - INTERN. FLAVOURS & FRAGRANCES ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",US,120.00000,720.00000,30,60,180,120,720,25.000,8.0000,1,1.54,3.80,65.78,1.00,3.80,125.00,0.00,0.00,125.00,0.00,0.00,0.000,0.000,125.00,125.00,209.00,225.0,59.21,Low Stock,14800.5,0.00
4425040VR,UCON LUBRICANT 50-HB-5100,216.90 kg drum,216.9,Australia,NSW,0.000,0.000,0.000,867.600,0.000,0.000,0.000,867.600,1084.500,0.000,867.600,1084.500,D2 - Hazardous but NOT dangerous,S,C,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,120.00000,638.00000,0,0,0,120,638,867.600,,1,0.79,3.80,12.48,1.00,3.80,-228.32,228.32,0.00,-228.32,228.32,228.32,-216.900,650.700,228.32,0.00,0.00,0.0,0.0,Overstock,0.0,8120.74
4425040VR,UCON LUBRICANT 50-HB-5100,216.90 kg drum,216.9,Australia,VIC,0.000,0.000,0.000,0.000,867.600,0.000,0.000,867.600,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,120.00000,638.00000,0,0,0,120,638,867.600,,1,0.00,3.80,12.56,0.00,0.00,0.00,0.00,0.00,-228.32,228.32,228.32,867.600,650.700,228.32,0.00,0.00,0.0,0.0,Overstock,0.0,8172.79
438829AIR,PALMSTAR CAST-325 BP,20 kg bag,20.0,Australia,VIC,480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,480.000,0.000,20.000,480.000,N1 - Non hazardous/Non dangerous,S,C,PETER GREVEN ASIA SDN. BHD. ,"BOTTERO, LINDA",PETER GREVEN GMBH & CO KG ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,MY,90.00000,730.00000,0,0,0,90,730,40.000,,1,3.15,3.78,7.55,1.00,3.78,121.69,0.00,0.00,121.69,0.00,0.00,0.000,0.000,121.69,121.69,0.00,0.0,0.0,Healthy,0.0,0.00
209615VKR,GRANSIL PC-12,15 kg pail,15.0,Australia,VIC,90.000,0.000,0.000,0.000,585.000,0.000,0.000,585.000,585.000,0.000,0.000,585.000,D1 - Dangerous & hazardous product,S,C,"GRANT INDUSTRIES, INCORPORATED ",TASHA SPICER,GRANT INDUSTRIES INC ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,US,45.00000,720.00000,0,0,0,45,720,15.000,18.0000,1,0.00,3.78,52.61,1.00,3.78,23.81,0.00,154.76,23.81,0.00,154.76,90.000,90.000,178.57,178.57,0.00,0.0,0.0,Overstock,0.0,4734.90
443484JDR,BEEF TYPE FLAVOR 2500,15 kg carton,15.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,FLAVOR HOUSE INC ,TANYA HARVEY,IMCD AUSTRALIA LIMITED,61123 - AU Food - Nutrition F&N,"HAN, THIRI",US,120.00000,730.00000,0,0,0,120,730,750.000,,1,5.63,3.78,21.27,0.92,3.47,0.00,0.00,0.00,0.00,0.00,63.49,0.000,0.000,63.49,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
443484JDR,BEEF TYPE FLAVOR 2500,15 kg carton,15.0,Australia,VIC,0.000,0.000,0.000,0.000,240.000,0.000,0.000,240.000,240.000,0.000,0.000,240.000,N1 - Non hazardous/Non dangerous,S,C,FLAVOR HOUSE INC ,TANYA HARVEY,IMCD AUSTRALIA LIMITED,61123 - AU Food - Nutrition F&N,"HAN, THIRI",US,120.00000,730.00000,0,0,0,120,730,750.000,,1,0.51,3.78,42.77,0.08,0.31,0.00,0.00,774.19,0.00,0.00,63.49,0.000,0.000,63.49,774.19,0.00,0.0,0.0,Healthy,0.0,0.00
440427ALR,CHICKEN (ROASTED) FLAV RFC-Y,25 kg bag,25.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,365.00000,0,0,0,84,365,25.000,,1,1.65,3.76,44.60,1.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4520540VR,GEL SIZE 00 CLR HL (V),box 70000 units,8.75,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,"SUHEUNG VIETNAM CO., LTD ",CHARLES MOORE,SUHEUNG CO LTD,61127 - AU Pharma - Nutraceuticals PH,SCOTT JOHNSON,VN,75.00000,1825.00000,0,0,0,75,1825,43.750,,1,2.26,3.76,6.71,1.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
441200EPR,ISOPROPYLATED TRIPHENYL PHOSPHATE,230 kg drum,230.0,Australia,VIC,0.000,0.000,0.000,0.000,920.000,920.000,0.000,920.000,920.000,920.000,0.000,1840.000,D1 - Dangerous & hazardous product,S,C,WELLCHEM INDUSTRY LIMITED ,MELLANIE WHITE,WELLCHEM INDUSTRY CO LTD,61125 - AU Advanced Materials AM,VIJAYA PAWAR,CN,90.00000,999.00000,0,0,0,90,999,230.000,,1,6.78,3.75,8.45,1.00,3.75,0.00,0.00,245.33,0.00,0.00,245.33,-920.000,-920.000,245.33,245.33,920.00,920.0,245.33,Low Stock,7774.0,0.00
442576JDR,HONEY FLAVOUR 610047A,15 kg carton,15.0,Australia,NSW,75.000,0.000,0.000,0.000,0.000,975.000,0.000,0.000,105.000,975.000,105.000,1080.000,N1 - Non hazardous/Non dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,365.00000,0,0,0,84,365,60.000,,1,6.58,3.73,38.89,1.00,3.73,-8.04,0.00,0.00,-8.04,0.00,0.00,-1005.000,-1005.000,-8.04,-8.04,1005.00,1005.0,269.44,Low Stock,39084.45,0.00
366940ETR,PURAC HS 88,255 kg drum,255.0,Australia,NSW,765.000,0.000,0.000,1020.000,4080.000,0.000,0.000,5100.000,3060.000,0.000,1020.000,3060.000,D1 - Dangerous & hazardous product,S,M,PURAC ASIA PACIFIC PTE LTD ,JAN RIAD,CORBION GROUP ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,84.00000,1825.00000,30,60,144,84,1825,1020.000,4.0000,1,29.21,3.73,3.33,0.82,3.04,-83.88,335.53,1342.11,-68.36,273.46,1093.83,2805.000,2805.000,1298.93,1593.76,0.00,0.0,0.0,Overstock,0.0,14979.91
366940ETR,PURAC HS 88,255 kg drum,255.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,M,PURAC ASIA PACIFIC PTE LTD ,JAN RIAD,CORBION GROUP ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,84.00000,1825.00000,30,60,144,84,1825,1020.000,4.0000,1,6.60,3.73,3.79,0.18,0.69,0.00,0.00,0.00,-68.36,273.46,1093.83,0.000,2805.000,1298.93,0.00,0.00,0.0,0.0,Overstock,0.0,-298.12
440697AIR,VERON HYPERBAKE ST,20 kg bag,20.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,AB ENZYMES GMBH SINGAPORE ,TANYA HARVEY,ASSOCIATED BRITISH FOODS PLC (ABF),61123 - AU Food - Nutrition F&N,"HAN, THIRI",FI,120.00000,730.00000,0,0,0,120,730,100.000,,1,2.43,3.72,92.41,1.00,3.72,0.00,0.00,0.00,0.00,0.00,0.00,0.000,-200.000,0.00,0.00,0.00,0.0,0.0,Low Stock,0.0,0.00
440697AIR,VERON HYPERBAKE ST,20 kg bag,20.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200.000,0.000,0.000,200.000,D2 - Hazardous but NOT dangerous,S,C,AB ENZYMES GMBH SINGAPORE ,TANYA HARVEY,ASSOCIATED BRITISH FOODS PLC (ABF),61123 - AU Food - Nutrition F&N,"HAN, THIRI",FI,120.00000,730.00000,0,0,0,120,730,100.000,,1,0.00,3.72,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200.000,-200.000,0.00,0.00,200.00,200.0,0.0,Low Stock,,0.00
440386JDR,BEEF FLAVOUR QL42112,15 kg carton,15.0,Australia,VIC,0.000,0.000,0.000,0.000,390.000,0.000,0.000,390.000,390.000,0.000,375.000,390.000,N1 - Non hazardous/Non dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,365.00000,0,0,0,84,365,30.000,,1,2.78,3.71,32.06,1.00,3.71,-101.08,0.00,105.12,-101.08,0.00,105.12,0.000,0.000,4.04,4.04,0.00,0.0,0.0,Healthy,0.0,0.00
434309FNR,ALUMINIUM MISCHUNG TYPE RO260,50 kg drum,50.0,Australia,VIC,350.000,0.000,0.000,0.000,900.000,0.000,0.000,900.000,100.000,0.000,0.000,100.000,N1 - Non hazardous/Non dangerous,S,B,ECKART GMBH ,"DE LANGE, CHRISTO",ALTANA AG ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,180.00000,730.00000,30,60,240,180,730,200.000,,1,6.51,3.70,10.80,0.92,3.39,103.24,0.00,265.49,67.57,0.00,243.24,1150.000,950.000,310.81,368.73,0.00,0.0,0.0,Overstock,0.0,5811.42
434309FNR,ALUMINIUM MISCHUNG TYPE RO260,50 kg drum,50.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200.000,0.000,100.000,200.000,N1 - Non hazardous/Non dangerous,S,B,ECKART GMBH ,"DE LANGE, CHRISTO",ALTANA AG ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,180.00000,730.00000,30,60,240,180,730,200.000,,1,0.60,3.70,10.04,0.08,0.31,-322.58,0.00,0.00,67.57,0.00,243.24,-200.000,950.000,310.81,-322.58,0.00,0.0,0.0,Overstock,0.0,-1657.60
213552DWR,ACETYL ACETONE,185 kg drum,185.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,B,WACKER CHEMIE AG ,"GOSEK-CONNING, JOLANTA",WACKER ,62127 - NZ Pharma - Nutraceuticals PH,VIJAYA PAWAR,DE,150.00000,540.00000,30,60,210,150,540,740.000,,1,4.26,3.69,19.04,1.00,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,221.40,740.0,200.54,Stockout Risk,14089.6,0.00
440540VFR,WILD FIG & CEDARWOOD 38 - AAJ16854/00,25 kg pail,25.0,Australia,VIC,200.000,0.000,0.000,0.000,600.000,800.000,0.000,600.000,0.000,800.000,0.000,800.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN AUSTRALIA PTY LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,70.00000,365.00000,0,0,0,70,365,50.000,,1,4.03,3.69,36.79,1.00,3.69,54.20,0.00,162.60,54.20,0.00,162.60,0.000,0.000,216.80,216.80,0.00,0.0,0.0,Healthy,0.0,0.00
442495ALR,ZINC OXIDE NC105,25 kg bag,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,"GLOBAL CHEMICAL CO.,LTD ",MELLANIE WHITE,GLOBAL CHEMICAL CO LTD,62125 - NZ Advanced Materials AM,VIJAYA PAWAR,TH,90.00000,730.00000,0,0,0,90,730,1000.000,,1,0.91,3.68,4.34,1.00,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
439172AIR,HPE 1515,20 kg bag,20.0,New Zealand,NZ,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,"NINGBO HAOXIN YURON NEW MATERIAL CO.,LTD ","BARKACHI, JOSEPH","NINGBO HAOXIN YURON NEW MATERIAL CO.,LTD",62122 - NZ Coatings-Constructions C&C,"MICHALIK, KYAN",CN,90.00000,365.00000,30,60,150,90,365,80.000,,1,2.77,3.68,7.64,1.00,3.68,271.74,0.00,0.00,271.74,0.00,0.00,1000.000,1000.000,271.74,271.74,0.00,0.0,0.0,Overstock,0.0,4266.20
4392817WP,EKWIP Z2 20SQ,100 unit box,4.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,F,IMCD AUSTRALIA PTY LTD ,NATHAN SCHULTZ,IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,21.00000,1825.00000,0,0,0,21,1825,16.000,,1,1.94,3.67,1.04,0.64,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4392817WP,EKWIP Z2 20SQ,100 unit box,4.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,F,IMCD AUSTRALIA PTY LTD ,NATHAN SCHULTZ,IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,21.00000,1825.00000,0,0,0,21,1825,16.000,,1,1.10,3.67,,0.36,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
443497AIR,NAFOL 1618S,20 kg bag,20.0,Australia,VIC,480.000,0.000,0.000,0.000,480.000,0.000,0.000,480.000,100.000,0.000,0.000,100.000,N1 - Non hazardous/Non dangerous,S,M,SASOL GERMANY GMBH ,SONYA ATKINSON,SASOL LTD ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",DE,120.00000,730.00000,30,60,180,120,730,20.000,,1,4.66,3.66,7.01,0.97,3.54,135.59,0.00,135.59,131.15,0.00,131.15,860.000,860.000,262.30,271.18,0.00,0.0,0.0,Overstock,0.0,3007.13
